title,text,image_url,all_images,status,link,all_links,time_period
"10,000 Small Businesses",Promoted,No image found,[],Unknown,/ad-library/detail/665871633,"['/ad-library/detail/665871633', '/ad-library/detail/665871633?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665871633?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665871633?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665871633?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665871633?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665871633?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665871633?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665871633?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665871633?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665871633?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665871633']",last-30-days
No title found,Goldman Sachs,No image found,[],Unknown,No link found,[],last-30-days
"10,000 Small Businesses",Promoted,No image found,[],Unknown,/ad-library/detail/663171553?trk=ad_library_ad_preview_content_image,"['/ad-library/detail/663171553?trk=ad_library_ad_preview_content_image', '/ad-library/detail/663171553']",last-30-days
"10,000 Small Businesses",Promoted,No image found,[],Unknown,/ad-library/detail/663171553?trk=ad_library_ad_preview_content_image,"['/ad-library/detail/663171553?trk=ad_library_ad_preview_content_image', '/ad-library/detail/663171553']",last-30-days
No title found,Goldman Sachs,No image found,[],Unknown,No link found,[],last-30-days
"10,000 Small Businesses","10,000 Small Businesses",No image found,[],Unknown,No link found,[],last-30-days
"10,000 Small Businesses",Promoted,No image found,[],Unknown,/ad-library/detail/665854623,"['/ad-library/detail/665854623', '/ad-library/detail/665854623?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665854623?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665854623?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665854623?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665854623?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665854623?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665854623?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665854623?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665854623?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665854623?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665854623']",last-30-days
"10,000 Small Businesses",Promoted,No image found,[],Unknown,/ad-library/detail/665854623,"['/ad-library/detail/665854623', '/ad-library/detail/665854623?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665854623?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665854623?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665854623?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665854623?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665854623?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665854623?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665854623?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665854623?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665854623?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665854623']",last-30-days
No title found,Goldman Sachs,No image found,[],Unknown,No link found,[],last-30-days
"10,000 Small Businesses",Promoted,No image found,[],Unknown,/ad-library/detail/666078663,"['/ad-library/detail/666078663', '/ad-library/detail/666078663']",last-30-days
"10,000 Small Businesses",Promoted,No image found,[],Unknown,/ad-library/detail/666078663,"['/ad-library/detail/666078663', '/ad-library/detail/666078663']",last-30-days
No title found,Goldman Sachs,No image found,[],Unknown,No link found,[],last-30-days
"10,000 Small Businesses","10,000 Small Businesses",No image found,[],Unknown,No link found,[],last-30-days
"10,000 Small Businesses",Promoted,No image found,[],Unknown,/ad-library/detail/665890603,"['/ad-library/detail/665890603', '/ad-library/detail/665890603?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665890603?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665890603?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665890603?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665890603?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665890603?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665890603?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665890603?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665890603?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665890603?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665890603']",last-30-days
"10,000 Small Businesses",Promoted,No image found,[],Unknown,/ad-library/detail/665890603,"['/ad-library/detail/665890603', '/ad-library/detail/665890603?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665890603?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665890603?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665890603?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665890603?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665890603?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665890603?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665890603?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665890603?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665890603?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665890603']",last-30-days
No title found,Goldman Sachs,No image found,[],Unknown,No link found,[],last-30-days
"10,000 Small Businesses",Promoted,No image found,[],Unknown,/ad-library/detail/666098163,"['/ad-library/detail/666098163', '/ad-library/detail/666098163']",last-30-days
"10,000 Small Businesses",Promoted,No image found,[],Unknown,/ad-library/detail/666098163,"['/ad-library/detail/666098163', '/ad-library/detail/666098163']",last-30-days
No title found,Goldman Sachs,No image found,[],Unknown,No link found,[],last-30-days
"10,000 Small Businesses","10,000 Small Businesses",No image found,[],Unknown,No link found,[],last-30-days
"10,000 Small Businesses",Promoted,No image found,[],Unknown,/ad-library/detail/665819573,"['/ad-library/detail/665819573', '/ad-library/detail/665819573?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665819573?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665819573?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665819573?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665819573?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665819573?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665819573?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665819573?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665819573?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665819573?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665819573']",last-30-days
"10,000 Small Businesses",Promoted,No image found,[],Unknown,/ad-library/detail/665819573,"['/ad-library/detail/665819573', '/ad-library/detail/665819573?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665819573?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665819573?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665819573?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665819573?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665819573?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665819573?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665819573?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665819573?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665819573?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665819573']",last-30-days
No title found,Goldman Sachs,No image found,[],Unknown,No link found,[],last-30-days
"10,000 Small Businesses",Promoted,No image found,[],Unknown,/ad-library/detail/665881503,"['/ad-library/detail/665881503', '/ad-library/detail/665881503?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665881503?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665881503?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665881503?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665881503?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665881503?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665881503?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665881503?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665881503?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665881503?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665881503']",last-30-days
"10,000 Small Businesses",Promoted,No image found,[],Unknown,/ad-library/detail/665881503,"['/ad-library/detail/665881503', '/ad-library/detail/665881503?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665881503?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665881503?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665881503?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665881503?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665881503?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665881503?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665881503?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665881503?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665881503?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665881503']",last-30-days
No title found,Goldman Sachs,No image found,[],Unknown,No link found,[],last-30-days
"10,000 Small Businesses",Promoted,No image found,[],Unknown,/ad-library/detail/663142563?trk=ad_library_ad_preview_content_image,"['/ad-library/detail/663142563?trk=ad_library_ad_preview_content_image', '/ad-library/detail/663142563']",last-30-days
"10,000 Small Businesses",Promoted,No image found,[],Unknown,/ad-library/detail/663142563?trk=ad_library_ad_preview_content_image,"['/ad-library/detail/663142563?trk=ad_library_ad_preview_content_image', '/ad-library/detail/663142563']",last-30-days
No title found,Goldman Sachs,No image found,[],Unknown,No link found,[],last-30-days
"10,000 Small Businesses","10,000 Small Businesses",No image found,[],Unknown,No link found,[],last-30-days
"10,000 Small Businesses",Promoted,No image found,[],Unknown,/ad-library/detail/663142343?trk=ad_library_ad_preview_content_image,"['/ad-library/detail/663142343?trk=ad_library_ad_preview_content_image', '/ad-library/detail/663142343']",last-30-days
"10,000 Small Businesses",Promoted,No image found,[],Unknown,/ad-library/detail/663142343?trk=ad_library_ad_preview_content_image,"['/ad-library/detail/663142343?trk=ad_library_ad_preview_content_image', '/ad-library/detail/663142343']",last-30-days
No title found,Goldman Sachs,No image found,[],Unknown,No link found,[],last-30-days
"10,000 Small Businesses","10,000 Small Businesses",No image found,[],Unknown,No link found,[],last-30-days
"10,000 Small Businesses",Promoted,No image found,[],Unknown,/ad-library/detail/663162083?trk=ad_library_ad_preview_content_image,"['/ad-library/detail/663162083?trk=ad_library_ad_preview_content_image', '/ad-library/detail/663162083']",last-30-days
"10,000 Small Businesses",Promoted,No image found,[],Unknown,/ad-library/detail/663162083?trk=ad_library_ad_preview_content_image,"['/ad-library/detail/663162083?trk=ad_library_ad_preview_content_image', '/ad-library/detail/663162083']",last-30-days
No title found,Goldman Sachs,No image found,[],Unknown,No link found,[],last-30-days
"10,000 Small Businesses","10,000 Small Businesses",No image found,[],Unknown,No link found,[],last-30-days
"10,000 Small Businesses",Promoted,No image found,[],Unknown,/ad-library/detail/665862883,"['/ad-library/detail/665862883', '/ad-library/detail/665862883?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665862883?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665862883?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665862883?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665862883?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665862883?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665862883?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665862883?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665862883?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665862883?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665862883']",last-30-days
"10,000 Small Businesses",Promoted,No image found,[],Unknown,/ad-library/detail/665862883,"['/ad-library/detail/665862883', '/ad-library/detail/665862883?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665862883?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665862883?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665862883?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665862883?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665862883?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665862883?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665862883?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665862883?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665862883?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665862883']",last-30-days
No title found,Goldman Sachs,No image found,[],Unknown,No link found,[],last-30-days
"10,000 Small Businesses",Promoted,No image found,[],Unknown,/ad-library/detail/663134803?trk=ad_library_ad_preview_content_image,"['/ad-library/detail/663134803?trk=ad_library_ad_preview_content_image', '/ad-library/detail/663134803']",last-30-days
"10,000 Small Businesses",Promoted,No image found,[],Unknown,/ad-library/detail/663134803?trk=ad_library_ad_preview_content_image,"['/ad-library/detail/663134803?trk=ad_library_ad_preview_content_image', '/ad-library/detail/663134803']",last-30-days
No title found,Goldman Sachs,No image found,[],Unknown,No link found,[],last-30-days
"10,000 Small Businesses","10,000 Small Businesses",No image found,[],Unknown,No link found,[],last-30-days
"10,000 Small Businesses",Promoted,No image found,[],Unknown,/ad-library/detail/665809733,"['/ad-library/detail/665809733', '/ad-library/detail/665809733?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665809733?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665809733?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665809733?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665809733?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665809733?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665809733?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665809733?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665809733?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665809733?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665809733']",last-30-days
"10,000 Small Businesses",Promoted,No image found,[],Unknown,/ad-library/detail/665809733,"['/ad-library/detail/665809733', '/ad-library/detail/665809733?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665809733?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665809733?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665809733?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665809733?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665809733?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665809733?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665809733?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665809733?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665809733?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665809733']",last-30-days
No title found,Goldman Sachs,No image found,[],Unknown,No link found,[],last-30-days
"10,000 Small Businesses",Promoted,No image found,[],Unknown,/ad-library/detail/665809623,"['/ad-library/detail/665809623', '/ad-library/detail/665809623?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665809623?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665809623?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665809623?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665809623?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665809623?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665809623?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665809623?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665809623?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665809623?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665809623']",last-30-days
"10,000 Small Businesses",Promoted,No image found,[],Unknown,/ad-library/detail/665809623,"['/ad-library/detail/665809623', '/ad-library/detail/665809623?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665809623?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665809623?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665809623?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665809623?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665809623?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665809623?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665809623?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665809623?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665809623?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665809623']",last-30-days
No title found,Goldman Sachs,No image found,[],Unknown,No link found,[],last-30-days
"10,000 Small Businesses",Promoted,https://media.licdn.com/dms/image/v2/D4D10AQHV8wuXddsrBg/image-shrink_1080_1080/B4DZY.6H4dGwAo-/0/1744812148105?e=1746878400&v=beta&t=fqbnVOCrFnYTyo7NLHF7xuJ2g-KDfJNHDlcWSXVPEzo,"['https://media.licdn.com/dms/image/v2/D4D10AQHV8wuXddsrBg/image-shrink_1080_1080/B4DZY.6H4dGwAo-/0/1744812148105?e=1746878400&v=beta&t=fqbnVOCrFnYTyo7NLHF7xuJ2g-KDfJNHDlcWSXVPEzo', 'https://media.licdn.com/dms/image/v2/D4D10AQHy-IKYi4_YYw/image-shrink_1080_1080/B4DZY.6KEXHwAk-/0/1744812156212?e=1746878400&v=beta&t=3-WVfAcN0ZUMYwY5U5Zq272r6hMzTLWztdZ3HVZPDKY', 'https://media.licdn.com/dms/image/v2/D4D10AQGT0ukWwyarSQ/image-shrink_1080_1080/B4DZY.6MNhG8Ak-/0/1744812164864?e=1746878400&v=beta&t=vm9vYYqFHPuDY06pEA5FnhYFLzoVFWlpaDfrbJZ_q7Q', 'https://media.licdn.com/dms/image/v2/D4D10AQGNQW_tsrUBKg/image-shrink_1080_1080/B4DZY.6PATG4Ak-/0/1744812176270?e=1746878400&v=beta&t=Zki7aHVgnLaibNGk1sdf1P7N4ntdk5_1GXC3BntQoY4', 'https://media.licdn.com/dms/image/v2/D4D10AQGRELX6aF9S4g/image-shrink_1080_1080/B4DZY.6RnxHsAs-/0/1744812187122?e=1746878400&v=beta&t=aipl1WCxKohd4bFGiW_q0gBE3b3cldJBWgzGzmivT1Y']",Unknown,/ad-library/detail/665809403,"['/ad-library/detail/665809403', '/ad-library/detail/665809403?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665809403?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665809403?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665809403?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665809403?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665809403?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665809403?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665809403?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665809403?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665809403?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665809403']",last-30-days
